English,Filipino-Correct,Filipino-Flawed,Remarks,Contributor
Ethical considerations were taking into account throughout the research,Isinasaalang-alang ang mga etikal na konsiderasyon sa kabuuan ng pananaliksik,Inisip ang ethics habang ginagawa ang research.,Literal Translation,Paul Ivan Enclonar/Alonzo Rimando
Statistical analysis was conducted using ANOVA and regression testing.,Isinagawa ang estadistikal na pagsusuri gamit ang ANOVA at regression testing,Ang stats analysis ay ginawa ni ANOVA at regression testing,Mistranslation,Paul Ivan Enclonar/Alonzo Rimando
We adopted a mixed-methods approach to gather both quantitative and qualitative data,Gumamit kami ng pinagsamang metodo upanag makalap ang parehong kwantitatibo at kwalitatibong datos,Ginamit namin ang mixed method para makakuha ng numbers at quality data.,Mistranslation,Paul Ivan Enclonar/Alonzo Rimando
These results contribute to the ongoing discourse on smart city development.,Nakadadagdag ang mga resulta sa nagpapatuloy na diskurso ukol sa pag-unlad ng smart city.,Ang mga resultang ito ay dagdag sa usapan tungkol sa smart city.,Unnatural Phrasing,Paul Ivan Enclonar/Alonzo Rimando
The proposed system achieved 95% accuracy across multiple test scenarios.,Nakamit ng iminungkahing sistema ang 95% na katumpakan sa iba’t ibang senaryo ng pagsusuri.,Ang system ay may 95% accuracy sa maraming test.,Literal Translation,Paul Ivan Enclonar/Alonzo Rimando
The dataset was sourced from publicly available government records.,Ang dataset ay kinuha mula sa mga pampublikong rekord ng pamahalaan.,Galing ang dataset sa public records ng gobyerno.,Unnatural Phrasing,Paul Ivan Enclonar/Alonzo Rimando
Future work includes integrating real-time sensor data for improved precision.,Kabilang sa mga susunod na gawain ang paggamit ng real-time sensor data para sa higit na katumpakan.,Future work ay maglagay ng sensor data na real-time para gumanda ang result.,Literal Translation,Paul Ivan Enclonar/Alonzo Rimando
José Rizal wrote “Noli Me Tángere” to expose abuses during Spanish rule.,Sinulat ni José Rizal ang “Noli Me Tángere” upang ibunyag ang mga abuso sa ilalim ng pamamahalang Kastila.,Sinulat ni José Rizal ang “Noli Me Tángere” para purihin ang mga Kastila.,"Meaning reversed—says the novel praises, not condemns, the colonizers.",Joaquin de Guzman
The Cry of Pugad Lawin signaled the start of the Philippine Revolution.,Hudyat ng Sigaw sa Pugad Lawin ang pagsisimula ng Rebolusyong Pilipino.,Hudyat ang Sigaw sa Pugad Lawin ang nagsimula ng Rebolusyong Pilipino.,Grammar jumble—double subject and awkward word order.,Joaquin de Guzman
Lapu-Lapu defeated Magellan in the Battle of Mactan in 1521.,Tinalo ni Lapu-Lapu si Magellan sa Labanan sa Mactan noong 1521.,Natalo ni Lapu-Lapu si Magellan sa Digmaang Macaroon noong 1521.,Wrong verb (“natalo” = was defeated) and bad place-name (“Macaroon”).,Joaquin de Guzman
The EDSA People Power Revolution restored democracy in 1986.,Ibinalik ng EDSA People Power Revolution ang demokrasya noong 1986.,Ang Rebolusyon sa EDSA ay nagbukas ulit ng gobyerno noong 1986.,Nuance lost—“nagbukas ulit ng gobyerno” is vague; misses the idea of “democracy.”,Joaquin de Guzman
Mount Pinatubo’s 1991 eruption was one of the largest in the 20th century.,Ang pagputok ng Bulkang Pinatubo noong 1991 ay isa sa pinakamalalaki sa ika-20 siglo.,Ang pagputok ng Bulkang Pinatubo noong 1991 ay maliit lang kumpara sa iba.,"Meaning flip—claims it was small, not huge.",Joaquin de Guzman
The Malolos Congress drafted the first Philippine Constitution in 1898.,Binuo ng Kongreso ng Malolos ang unang Saligang Batas ng Pilipinas noong 1898.,Binuo ang Kongreso ng Malolos ng unang Saligang Batas …,Misplaced “ng” creates a confusing passive-within-passive structure.,Joaquin de Guzman
"Emilio Aguinaldo declared independence in Kawit, Cavite on June 12, 1898.","Ipinahayag ni Emilio Aguinaldo ang kalayaan sa Kawit, Cavite noong Hunyo 12, 1898.","Ipinahayag ni Emilio Aguinaldo ang independensiya sa Kawit, Kabiti noong Hunyo 12, 1898.",Misspelled “Cavite” & foreign-sounding “independensiya”; vocabulary mismatch.,Joaquin de Guzman
The Manila–Acapulco Galleon Trade connected Asia and the Americas for two centuries.,Pinag-ugnay ng Kalakalang Galyon ng Maynila-Acapulco ang Asya at Amerika sa loob ng dalawang siglo.,Ang Kalakalang Galyon ay nagkonekta lang ng Maynila at Acapulco sa loob ng 200 taon.,Drops continental scope—nuance missing about Asia & Americas.,Joaquin de Guzman
The 1901 capture of Apolinario Mabini marked a turning point in the Philippine–American War.,Ang pagkakadakip kay Apolinario Mabini noong 1901 ay naging mahalagang pagbabago sa Digmaang Pilipino-Amerikano.,… ay nagtapos sa Digmaang Pilipino-Amerikano.,Says it ended the war—meaning error.,Joaquin de Guzman
The K-12 education reform was implemented nationwide in 2013.,Ipinatupad sa buong bansa ang repormang K-12 noong 2013.,Ipinatupad sa buong bansa ang reporma K-12 noong 2013 ay.,Extraneous “ay” = fragmented grammar.,Joaquin de Guzman
Adobo is often considered the unofficial national dish of the Philippines.,Madalas ituring ang adobo bilang di-opisyal na pambansang ulam ng Pilipinas.,Kadalasan inaakalang adobo ang opisyal na lutuin nasyonal ng Pilipinas.,Direct-translation term “lutuin nasyonal” feels foreign; vocab mismatch.,Joaquin de Guzman
"Sinigang’s sour broth comes from tamarind, guava, or calamansi.","Ang asim ng sabaw ng sinigang ay mula sa sampalok, bayabas, o kalamansi.","Ang sinigang ay maasim dahil sa mansanas, bayabas o kalamansi.",Introduces apples—nuance error and factual inaccuracy.,Joaquin de Guzman
Lechon is traditionally served whole during fiestas and holidays.,Ang lechon ay tradisyunal na inihahain nang buo tuwing pista at bakasyon.,Ang lechon ay tinitimpla nang buo ngunit hinahain palaging hiwa-hiwa sa fiesta.,Implies it’s always sliced; flips cultural fact.,Joaquin de Guzman
"Halo-halo mixes shaved ice with sweetened fruits, beans, and leche flan.","Pinaghahalo ng halo-halo ang ginadgad na yelo sa pinatamis na prutas, beans, at leche flan.",Hinahalo ng halo-halo ang ginadgad yelo na may mga pinatamis prutas …,Missing linkers & markers—grammar off.,Joaquin de Guzman
Kare-kare’s peanut sauce pairs well with bagoong alamang.,Bagay na bagay sa kare-kare na may sarsa ng mani ang bagoong alamang.,Ang kare-kare na may mani na sawsawan ay bagay sa shrimp paste.,Mixes English & flips sauce/side roles; vocab confusion.,Joaquin de Guzman
Bibingka is a rice cake baked in clay pots lined with banana leaves.,Ang bibingka ay kakaning gawa sa bigas na niluluto sa palayok na may dahon ng saging.,Ang bibingka ay keyk na gawa sa palayok at banana leaves.,Rice ingredient omitted; nuance loss & code-switched “keyk.”,Joaquin de Guzman
"Pancit palabok is topped with shrimp sauce, chicharrón, and smoked fish flakes.","Nilalagyan ng sarsa ng hipon, chicharrón, at tinustang tinapa ang pancit palabok.",Ang pancit palabok ay may matamis na sarsa ng hipon at hamon.,Adds sweet sauce/ham—meaning distortion.,Joaquin de Guzman
Bicol Express is known for its coconut milk and fiery chilies.,Kilala ang Bicol Express sa gata at maaanghang na sili.,Kilala ang Bicol Express sa gata at maanghang na mga sili sila.,Extra “sila” = pronoun error (grammar).,Joaquin de Guzman
Puto bumbong is steamed in bamboo tubes and eaten after Simbang Gabi.,Ang puto bumbong ay pinasingaw sa mga kawayan at kinakain pagkatapos ng Simbang Gabi.,… ay ini-steam sa tubo at kinakain pagkatapos ng Night Mass.,“Tubo” = sugarcane; English phrase; wrong vocab.,Joaquin de Guzman
"Taho vendors roam neighborhoods at dawn, calling out for customers.",Naglilibot ang mga magtataho sa madaling-araw habang sumisigaw sa mga suki.,Ang mga magtataho ay nagbebenta ng taho tuwing umaga.,Removes roaming & vocal call—nuance stripped.,Joaquin de Guzman
The Sinulog Festival honors the Sto. Niño in Cebu every January.,Iginagalang ng Pista ng Sinulog ang Sto. Niño sa Cebu tuwing Enero.,Ang Sinulog Festival ay ginaganap upang aliwin ang mga turista bawat Marso.,Wrong month & purpose—meaning error.,Joaquin de Guzman
Ati-Atihan participants paint themselves black to mimic the Aetas.,Ipinipinta ng mga kalahok sa Ati-Atihan ang kanilang balat ng itim upang gayahin ang mga Aeta.,Ipinipinta ng mga kalahok sa Ati-Atihan itim sarili nila para gayahin Aeta.,Missing linkers/articles—grammar.,Joaquin de Guzman
Panagbenga showcases giant floral floats in Baguio City.,Ipinapakita ng Panagbenga ang dambuhalang mga karosang bulaklak sa Lungsod ng Baguio.,… ang higanteng bulaklak na barko sa Baguio City.,“Barko” (boat) vs. parade float; vocab slip.,Joaquin de Guzman
The Pahiyas Festival displays colorful kiping decorations on houses.,"Sa Pista ng Pahiyas, sinasabit sa mga bahay ang makukulay na kiping na palamuti.","Sa Pahiyas, may maraming dekorasyon sa bahay.",Vague; loses the unique kiping detail (nuance).,Joaquin de Guzman
Moriones in Marinduque reenacts the story of Longinus during Holy Week.,"Sa Moriones ng Marinduque, muling itinatanghal ang kuwento ni Longinus tuwing Semana Santa.",Ang Moriones ay parada ng mga matador tuwing fiesta.,Entirely different theme—meaning wrong.,Joaquin de Guzman
Kadayawan celebrates the bountiful harvest of Davao’s indigenous groups.,Ipinagdiriwang ng Kadayawan ang masaganang ani ng mga katutubong grupo sa Davao.,… ang masaganang ani ng katutubo grupo sa Davao nila.,Number-marker mismatch & dangling “nila.”,Joaquin de Guzman
MassKara features smiling masks and street dancing in Bacolod.,Tampok sa MassKara ang mga ngumingiting maskara at sayawan sa kalye sa Bacolod.,Tampok sa MassKara ang mga nakangiting mascara at sayaw …,“Mascara” (make-up) not “maskara” (mask).,Joaquin de Guzman
Pintados de Passi features body-painted warriors in Iloilo.,Tampok sa Pintados de Passi sa Iloilo ang mga mandirigmang pinintahan ang buong katawan.,Ang Pintados de Passi ay may mga tao na may pintura.,Generic; omits warrior aspect—nuance faded.,Joaquin de Guzman
Dinagyang culminates in a competition of tribes dancing with drums.,Nagtatapos ang Dinagyang sa paligsahan ng mga tribo na sumasayaw kasabay ng mga tambol.,… sa isang patimpalak ng mga tribo na kumakanta ng kundiman.,Replaces drum dance with singing—a meaning swap.,Joaquin de Guzman
The Bangus Festival highlights Dagupan’s milkfish industry.,Itinatampok ng Bangus Festival ang industriya ng bangus ng Dagupan.,Itinatampok ang Bangus Festival ang industriya ng bangus …,Extra “ang” = subject-marker error.,Joaquin de Guzman
Bayanihan embodies the spirit of communal unity and cooperation.,Isinasabuhay ng bayanihan ang diwa ng pagtutulungan at pagkakaisa ng pamayanan.,Ang bayanihan ay katawan ng روح ng kooperasyon.,Foreign word “روح” (Arabic for spirit); vocab clash.,Joaquin de Guzman
Filipinos practice “mano po” to show respect to elders.,Isinasagawa ng mga Pilipino ang “mano po” bilang paggalang sa nakatatanda.,Ginagawa ng mga Pilipino ang handshake sa matatanda.,Replaces unique gesture with handshake; nuance lost.,Joaquin de Guzman
Harana was a traditional form of courtship through serenades.,Ang harana ay isang tradisyonal na paraan ng panliligaw sa pamamagitan ng haranahan.,Ang harana ay tradisyonal na himig ng pagluluksa.,Turns courtship song into mourning song—meaning error.,Joaquin de Guzman
Pamamanhikan involves the groom’s family formally asking for the bride’s hand.,Kabilang sa pamamanhikan ang pormal na paghingi ng pamilya ng lalaki sa kamay ng babae.,Kasama sa pamamanhikan ang formal na humingi pamilya lalaki sa kamay ng babae.,Missing markers and conjugation—grammar.,Joaquin de Guzman
Pasalubong refers to gifts brought home for family and friends.,Ang pasalubong ay tumutukoy sa mga regalong inuuwi para sa pamilya at kaibigan.,Ang pasalubong ay nangangahulugang “down payment” sa Tagalog.,False definition—wrong vocab.,Joaquin de Guzman
Simbang Gabi is a nine-day dawn mass leading up to Christmas.,Ang Simbang Gabi ay siyam na araw ng misang madaling-araw bago sumapit ang Pasko.,Ang Simbang Gabi ay misa sa gabi tuwing Disyembre.,Removes dawn aspect & 9-day duration—nuance gap.,Joaquin de Guzman
Flores de Mayo culminates in the grand Santacruzan procession.,Humahantong ang Flores de Mayo sa engrandeng prusisyon ng Santacruzan.,… sa malaking fireworks display.,Entirely different finale—meaning incorrect.,Joaquin de Guzman
The practice of “pagmamano” is often followed by giving a blessing.,Madalas na sinusundan ng pagbabasbas ang pagmamano.,Madalas sinusundan ang pagbabasbas pagmamano ng.,Jumbled word order; grammar error.,Joaquin de Guzman
"Filipino wakes, or lamay, can last several nights to honor the deceased.",Ang lamay ay maaaring tumagal ng ilang gabi upang parangalan ang yumao.,… upang parangal ang zombie.,Uses “zombie” & missing verb; vocab + meaning wrong.,Joaquin de Guzman
Balikbayan boxes are shipped by overseas Filipinos filled with goods for relatives.,Pinadadala ng mga Overseas Filipino ang balikbayan box na puno ng pasalubong para sa kamag-anak.,Ang balikbayan box ay kahon na ipinapadala minsan.,"Omits senders, purpose, and contents—nuance stripped.",Joaquin de Guzman
